timestamp,datetime,track_id,change_type,capacity,used_before,used_after,utilization_before_percent,utilization_after_percent,change_amount,triggered_by
1165.5,2025-12-01T19:25:30+00:00,retrofit2,capacity_released,319.5,211.79999999999998,181.5,66.29107981220656,56.8075117370892,-30.299999999999997,"batch_2_wagons[W0027,W0028]"
1187.0,2025-12-01T19:47:00+00:00,retrofitted1,capacity_released,528.0,159.0,0.0,30.113636363636363,0.0,-159.0,"batch_8_wagons[W0017,W0018,W0019,W0020,W0021,W0022,W0023,W0024]"
1207.0,2025-12-01T20:07:00+00:00,retrofitted1,capacity_reserved,528.0,0.0,43.6,0.0,8.257575757575758,43.6,"batch_2_wagons[W0025,W0026]"
1212.0,2025-12-01T20:12:00+00:00,retrofit1,capacity_released,319.5,266.6,222.20000000000002,83.44287949921754,69.54616588419405,-44.400000000000006,"batch_2_wagons[W0058,W0059]"
1224.0,2025-12-01T20:24:00+00:00,collection1,capacity_reserved,375.0,244.59999999999985,261.49999999999983,65.22666666666662,69.73333333333329,16.9,batch_1_wagons[W0066]
1224.0,2025-12-01T20:24:00+00:00,collection1,capacity_reserved,375.0,261.49999999999983,286.29999999999984,69.73333333333329,76.34666666666664,24.8,batch_1_wagons[W0067]
1224.0,2025-12-01T20:24:00+00:00,collection1,capacity_reserved,375.0,286.29999999999984,305.09999999999985,76.34666666666664,81.35999999999997,18.8,batch_1_wagons[W0068]
1224.0,2025-12-01T20:24:00+00:00,collection1,capacity_reserved,375.0,305.09999999999985,328.6999999999999,81.35999999999997,87.65333333333331,23.6,batch_1_wagons[W0069]
1224.0,2025-12-01T20:24:00+00:00,collection1,capacity_reserved,375.0,328.6999999999999,344.39999999999986,87.65333333333331,91.83999999999996,15.7,batch_1_wagons[W0070]
1224.0,2025-12-01T20:24:00+00:00,collection1,capacity_reserved,375.0,344.39999999999986,368.4999999999999,91.83999999999996,98.26666666666664,24.1,batch_1_wagons[W0071]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,0.0,24.4,0.0,6.506666666666666,24.4,batch_1_wagons[W0072]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,24.4,42.4,6.506666666666666,11.306666666666667,18.0,batch_1_wagons[W0073]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,42.4,59.8,11.306666666666667,15.946666666666665,17.4,batch_1_wagons[W0074]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,59.8,83.19999999999999,15.946666666666665,22.186666666666664,23.4,batch_1_wagons[W0075]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,83.19999999999999,101.6,22.186666666666664,27.09333333333333,18.4,batch_1_wagons[W0077]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,101.6,117.8,27.09333333333333,31.41333333333333,16.2,batch_1_wagons[W0078]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,117.8,140.1,31.41333333333333,37.36,22.3,batch_1_wagons[W0079]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,140.1,45.999999999999986,37.36,12.266666666666664,23.7,batch_1_wagons[W0081]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_released,375.0,163.79999999999998,65.6,43.68,17.493333333333332,-117.8,"batch_6_wagons[W0072,W0073,W0074,W0075,W0077,W0078]"
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,45.999999999999986,65.6,12.266666666666664,17.493333333333332,19.6,batch_1_wagons[W0082]
1224.0,2025-12-01T20:24:00+00:00,retrofit2,capacity_reserved,319.5,181.5,299.3,56.8075117370892,93.67762128325509,117.8,"batch_6_wagons[W0072,W0073,W0074,W0075,W0077,W0078]"
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,65.6,83.8,17.493333333333332,22.346666666666664,18.2,batch_1_wagons[W0083]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,83.8,105.69999999999999,22.346666666666664,28.186666666666664,21.9,batch_1_wagons[W0084]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,105.69999999999999,123.6,28.186666666666664,32.96,17.9,batch_1_wagons[W0085]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,123.6,142.79999999999998,32.96,38.08,19.2,batch_1_wagons[W0086]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,142.79999999999998,164.49999999999997,38.08,43.86666666666666,21.7,batch_1_wagons[W0087]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,164.49999999999997,182.19999999999996,43.86666666666666,48.58666666666666,17.7,batch_1_wagons[W0088]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,182.19999999999996,200.19999999999996,48.58666666666666,53.38666666666666,18.0,batch_1_wagons[W0089]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,200.19999999999996,217.99999999999997,53.38666666666666,58.133333333333326,17.8,batch_1_wagons[W0090]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,217.99999999999997,237.39999999999998,58.133333333333326,63.30666666666666,19.4,batch_1_wagons[W0091]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,237.39999999999998,257.59999999999997,63.30666666666666,68.69333333333333,20.2,batch_1_wagons[W0092]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,257.59999999999997,273.2,68.69333333333333,72.85333333333332,15.6,batch_1_wagons[W0094]
1224.0,2025-12-01T20:24:00+00:00,collection2,capacity_reserved,375.0,273.2,293.4,72.85333333333332,78.24,20.2,batch_1_wagons[W0095]
1250.0,2025-12-01T20:50:00+00:00,retrofitted1,capacity_reserved,528.0,43.6,87.0,8.257575757575758,16.477272727272727,43.4,"batch_2_wagons[W0056,W0057]"
1255.0,2025-12-01T20:55:00+00:00,retrofit2,capacity_released,319.5,299.3,258.7,93.67762128325509,80.97026604068857,-40.6,"batch_2_wagons[W0029,W0030]"
1259.5,2025-12-01T20:59:30+00:00,parking13,capacity_reserved,375.0,0.0,159.0,0.0,42.4,159.0,"batch_8_wagons[W0017,W0018,W0019,W0020,W0021,W0022,W0023,W0024]"
1267.0,2025-12-01T21:07:00+00:00,retrofitted1,capacity_reserved,528.0,87.0,117.3,16.477272727272727,22.215909090909093,30.299999999999997,"batch_2_wagons[W0027,W0028]"
1272.0,2025-12-01T21:12:00+00:00,retrofit1,capacity_released,319.5,222.20000000000002,182.10000000000002,69.54616588419405,56.995305164319255,-40.1,"batch_2_wagons[W0060,W0061]"
1313.5,2025-12-01T21:53:30+00:00,collection1,capacity_released,375.0,368.4999999999999,239.69999999999987,98.26666666666664,63.919999999999966,-128.8,"batch_6_wagons[W0044,W0045,W0046,W0047,W0048,W0049]"
