timestamp,datetime,wagon_id,train_id,event,track_id,status,rejection_reason,rejection_description
4373.5,2025-12-04T00:53:30+00:00,W0180,,ON_RETROFITTED_TRACK,retrofitted1,WAITING,,
4385.0,2025-12-04T01:05:00+00:00,W0191,,MOVING,collection2,MOVING,,
4385.0,2025-12-04T01:05:00+00:00,W0192,,MOVING,collection2,MOVING,,
4385.0,2025-12-04T01:05:00+00:00,W0193,,MOVING,collection2,MOVING,,
4385.0,2025-12-04T01:05:00+00:00,W0194,,MOVING,collection2,MOVING,,
4385.0,2025-12-04T01:05:00+00:00,W0221,,MOVING,collection2,MOVING,,
4385.0,2025-12-04T01:05:00+00:00,W0224,,MOVING,collection2,MOVING,,
4388.5,2025-12-04T01:08:30+00:00,W0188,,MOVING,retrofit1,MOVING,,
4388.5,2025-12-04T01:08:30+00:00,W0153,,MOVING,retrofit1,MOVING,,
4391.0,2025-12-04T01:11:00+00:00,W0177,,PARKED,parking2,PARKED,,
4391.0,2025-12-04T01:11:00+00:00,W0178,,PARKED,parking2,PARKED,,
4391.0,2025-12-04T01:11:00+00:00,W0147,,PARKED,parking2,PARKED,,
4391.0,2025-12-04T01:11:00+00:00,W0157,,PARKED,parking2,PARKED,,
4393.5,2025-12-04T01:13:30+00:00,W0188,,AT_WORKSHOP,WS_03,ARRIVED,,
4393.5,2025-12-04T01:13:30+00:00,W0153,,AT_WORKSHOP,WS_03,ARRIVED,,
